Station_ID,Station_Name,Latitude,Longitude,Year,Start_Station_Counts,End_Station_Counts
3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,2017,499,472
3077,Stagg St & Union Ave,40.70877084,-73.95095259,2017,862,862
3078,Broadway & Roebling St,40.70924826,-73.96063149,2017,860,868
3080,S 4 St & Rodney St,40.70934,-73.95608,2017,590,571
3081,Graham Ave & Grand St,40.711863,-73.944024,2017,552,553
3082,Hope St & Union Ave,40.71167351,-73.95141312,2017,882,898
3083,Bushwick Ave & Powers St,40.71247661,-73.94100005,2017,673,636
3085,Roebling St & N 4 St,40.71469,-73.95739,2017,766,818
3086,Graham Ave & Conselyea St,40.715143,-73.944507,2017,1254,1223
3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,2017,885,854
3088,Union Ave & Jackson St,40.7160751,-73.952029,2017,437,428
3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,2017,1968,2038
3091,Frost St & Meeker St,40.71764,-73.94882,2017,399,381
3092,Berry St & N 8 St,40.7190095,-73.95852515,2017,1428,1469
3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,2017,2016,2116
3094,Graham Ave & Withers St,40.7169811,-73.94485918,2017,530,531
3095,Graham Ave & Herbert St,40.71929301,-73.94500379,2017,344,341
3096,Union Ave & N 12 St,40.71924,-73.95242,2017,1146,1133
3100,Nassau Ave & Newell St,40.72481256,-73.94752622,2017,802,768
3101,N 12 St & Bedford Ave,40.72079821,-73.95484712,2017,914,948
3102,Driggs Ave & Lorimer St,40.72179134,-73.9504154,2017,750,776
3103,N 11 St & Wythe Ave,40.72153267,-73.95782357,2017,754,771
3105,N 15 St & Wythe Ave,40.724055,-73.955736,2017,415,427
3106,Driggs Ave & N Henry St,40.72325,-73.94308,2017,756,756
3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,2017,1493,1533
3108,Nassau Ave & Russell St,40.72557,-73.94434,2017,925,917
3109,Banker St & Meserole Ave,40.72606,-73.95621,2017,850,830
3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,2017,1103,1095
3111,Norman Ave & Leonard St - 2,40.7258483,-73.95064893,2017,734,725
3112,Milton St & Franklin St,40.72906,-73.95779,2017,1827,1871
3113,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,2017,1137,1115
3115,India St & Manhattan Ave,40.73232194,-73.9550858,2017,887,891
3116,Huron St & Franklin St,40.73266,-73.95826,2017,966,962
3117,Franklin St & Dupont St,40.73564,-73.95866,2017,540,561
3118,McGuinness Blvd & Eagle St,40.73555,-73.95284,2017,731,711
3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,2017,1569,1608
3120,Center Blvd & Borden Ave,40.74161,-73.96044,2017,347,349
3121,Jackson Ave & 46 Rd,40.74524768,-73.94733276,2017,364,351
3122,48 Ave & 5 St,40.74436329,-73.95587325,2017,423,412
3123,31 St & Thomson Ave,40.74469738,-73.93540375,2017,201,212
3124,46 Ave & 5 St,40.74731,-73.95451,2017,720,730
3125,45 Rd & 11 St,40.74708586,-73.94977234,2017,644,681
3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,2017,661,642
3127,9 St & 44 Rd,40.74966,-73.9521,2017,166,163
3128,21 St & 43 Ave,40.75052534,-73.94594845,2017,183,183
3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,2017,1333,1320
3130,21 St & Queens Plaza North,40.75325964,-73.94335788,2017,267,258
